"Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"10439","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",30,115.68
"10470","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",39,127.17
"10500","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",32,111.56
"10531","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",115,11808.6
"10561","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",1307,174548.34
"10592","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",1557,208470.61
"10623","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2021,271591.62
"10651","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2505,337259.11
"10682","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2168,291715.92
"10712","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2256,303022.02
"10743","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2260,304013.27
"10773","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2142,287858.53
"10804","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2210,297422.38
"10835","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2177,292972.91
"10865","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2233,300734.74
"10896","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2424,326827.77
"10926","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2867,387936.35
"10957","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2762,373731.07
"10988","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3141,424388.88
"11017","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3781,510024.25
"11048","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3825,516528.72
"11078","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4030,544113.94
"11109","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3833,518069.88
"11139","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3881,524044.68
"11170","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3557,481015.7
"11201","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3258,440974.82
"11231","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3585,484610.58
"11262","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3569,481901.46
"11292","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3892,525478.76
"11323","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4295,579691.4
"11354","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4273,572569.78
"11382","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",5049,677040.55
"11413","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4644,622906.32
"11443","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4576,613772.28
"11474","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4012,537984.71
"11504","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4028,539815.77
"11535","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3794,507806.57
"11566","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3415,457598.24
"11596","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3695,495407.6
"11627","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4106,550354.99
"11657","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3745,502267.81
"11688","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4506,604973.41
"11719","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4369,584403.49
"11747","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4501,601260.6
"11778","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4743,634060.21
"11808","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4808,642334.89
"11839","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4079,544007.17
"11869","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4422,590546.33
"11900","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3846,513483.81
"11931","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3940,526681.45
"11961","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4021,537610.27
"11992","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4078,545551.7
"12022","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4251,568788.25
"12053","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4436,592489.03
"12084","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4341,577982.71
"12112","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4383,583603.12
"12143","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4246,565024.39
"12173","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4351,579381.88
"12204","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3943,524997.95
"12234","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3892,518457.63
"12265","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3527,470434.6
"12296","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3738,497670.48
"12326","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4057,540293.26
"12357","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3836,510763.01
"12387","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4139,551335.06
"12418","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3720,494517.18
"12449","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4444,588511.65
"12478","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4713,624441.32
"12509","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4728,626930.88
"12539","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4585,607752.12
"12570","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4162,551486.84
"12600","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4080,541232.51
"12631","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3731,494355.77
"12662","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3735,494939
"12692","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3586,475320
"12723","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3740,495114
"12753","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3909,518408
"12784","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3988,524370
"12815","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4238,542001
"12843","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4478,571879
"12874","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4600,587696
"12904","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4485,572279
"12935","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4419,563921
"12965","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4149,529234
"12996","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4276,545879
"13027","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4233,539560
"13057","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3966,506201
"13088","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4353,555724
"13118","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4223,521892
"13149","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4357,476496
"13180","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4218,455741
"13208","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4483,483967
"13239","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3977,429504
"13269","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4243,457861
"13300","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3603,389167
"13330","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3509,374810
"13361","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3750,390516
"13392","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3218,334964
"13422","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3926,408093
"13453","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3747,389599
"13483","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3664,381214
"13514","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3971,411724
"13545","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3872,398012
"13573","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4249,436669
"13604","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3458,355089
"13634","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3796,389913
"13665","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3581,367677
"13695","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3600,369967
"13726","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3481,357835.51
"13757","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3406,350916.82
"13787","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3456,356218.41
"13818","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3568,367211.58
"13848","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3498,360371
"13879","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3374,347289
"13910","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",4118,422169
"13939","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3370,345690
"13970","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3886,398423
"14000","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",3602,369570
"14031","General","Co-payments","D","Dermatologicals","D01","ANTIFUNGALS FOR DERMATOLOGICAL USE",2923,299714
"7851","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",107,1563
"7882","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",124,1655
"7913","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",112,1387
"7943","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",111,1299
"7974","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",102,1232
"8004","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",110,1091
"8035","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",84,1146
"8066","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",94,920
"8095","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",94,1126
"8126","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",94,1013
"8156","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",99,1064
"8187","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",101,1339
"8217","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",124,1441.59
"8248","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",120,1424.23
"8279","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",118,1229.39
"8309","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",106,1597.52
"8340","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",84,837.36
"8370","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",84,1035.17
"8401","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",70,1013.8
"8432","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",93,1105.01
"8460","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",85,1178.19
"8491","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",119,1544.65
"8521","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",115,1280.05
"8552","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",130,1819.04
"8582","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",117,1333.2
"8613","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",123,1568.55
"8644","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",113,1560.84
"8674","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",95,1297.52
"8705","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",96,1043.16
"8735","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",97,1260.41
"8766","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",65,798.79
"8797","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",75,848.3
"8825","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",105,1286.72
"8856","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",93,937.99
"8886","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",115,1397.61
"8917","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",103,1369.03
"8947","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",129,1612.82
"8978","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",119,1454.19
"9009","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",136,1792.78
"9039","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",107,1298.6
"9070","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",113,1478.62
"9100","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",103,1239.19
"9131","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",79,1196.45
"9162","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",90,1069.28
"9190","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",95,1346.8
"9221","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",89,1060.82
"9251","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",111,1330.24
"9282","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",109,1349.81
"9312","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",108,1238.28
"9343","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",107,1305.01
"9374","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",90,1532.47
"9404","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",92,1249.63
"9435","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",113,1990.68
"9465","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",18,241.75
"9496","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",17,139.72
"9527","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",14,81.4
"9556","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",23,243.12
"9587","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",24,260.56
"9617","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",25,106.93
"9648","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",23,300.24
"9678","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",23,365.05
"9709","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",25,377.77
"9740","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",24,128.2
"9770","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",27,333.85
"9801","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",22,228.14
"9831","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",24,265.2
"9862","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",22,81.2
"9893","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",4,34.12
"9921","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",10,95.2
"9952","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",8,103.52
"9982","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",11,131.63
"10013","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",9,103.17
"10043","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",10,181.42
"10074","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",13,236.5
"10105","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",13,210.64
"10135","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",9,154.67
"10166","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",12,229.89
"10196","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,39.48
"10227","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10258","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10286","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10317","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10347","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10378","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10408","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10439","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10470","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10500","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10531","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10561","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10592","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10623","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10651","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10682","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,29.79
"10712","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,29.79
"10743","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,29.79
"10773","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,29.79
"10804","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10835","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10865","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10896","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10926","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10957","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"10988","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"11017","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"11048","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"11078","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,14.93
"11109","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"11139","General","Co-payments","D",NA,"D02",NA,0,0
"11170","General","Co-payments","D",NA,"D02",NA,0,0
"11201","General","Co-payments","D",NA,"D02",NA,0,0
"11231","General","Co-payments","D",NA,"D02",NA,0,0
"11262","General","Co-payments","D",NA,"D02",NA,0,0
"11292","General","Co-payments","D",NA,"D02",NA,0,0
"11323","General","Co-payments","D",NA,"D02",NA,0,0
"11354","General","Co-payments","D",NA,"D02",NA,0,0
"11382","General","Co-payments","D",NA,"D02",NA,0,0
"11413","General","Co-payments","D",NA,"D02",NA,0,0
"11443","General","Co-payments","D",NA,"D02",NA,0,0
"11474","General","Co-payments","D",NA,"D02",NA,0,0
"11504","General","Co-payments","D",NA,"D02",NA,0,0
"11535","General","Co-payments","D",NA,"D02",NA,0,0
"11566","General","Co-payments","D",NA,"D02",NA,0,0
"11596","General","Co-payments","D",NA,"D02",NA,0,0
"11627","General","Co-payments","D",NA,"D02",NA,0,0
"11657","General","Co-payments","D",NA,"D02",NA,0,0
"11688","General","Co-payments","D",NA,"D02",NA,0,0
"11719","General","Co-payments","D",NA,"D02",NA,0,0
"11747","General","Co-payments","D",NA,"D02",NA,0,0
"11778","General","Co-payments","D",NA,"D02",NA,0,0
"11808","General","Co-payments","D",NA,"D02",NA,0,0
"11839","General","Co-payments","D",NA,"D02",NA,0,0
"11869","General","Co-payments","D",NA,"D02",NA,0,0
"11900","General","Co-payments","D",NA,"D02",NA,0,0
"11931","General","Co-payments","D",NA,"D02",NA,0,0
"11961","General","Co-payments","D",NA,"D02",NA,0,0
"11992","General","Co-payments","D",NA,"D02",NA,0,0
"12022","General","Co-payments","D",NA,"D02",NA,0,0
"12053","General","Co-payments","D",NA,"D02",NA,0,0
"12084","General","Co-payments","D",NA,"D02",NA,0,0
"12112","General","Co-payments","D",NA,"D02",NA,0,0
"12143","General","Co-payments","D",NA,"D02",NA,0,0
"12173","General","Co-payments","D",NA,"D02",NA,0,0
"12204","General","Co-payments","D",NA,"D02",NA,0,0
"12234","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12265","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12296","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12326","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12357","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12387","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12418","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12449","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
